county,precinct,office,district,party,candidate,votes
St. Martin,01 1,State House,46,R,"""Mike Pete"" Huval",47
St. Martin,01 1,State House,46,R,Craig Prosper,63
St. Martin,01 3,State House,46,R,"""Mike Pete"" Huval",12
St. Martin,01 3,State House,46,R,Craig Prosper,38
St. Martin,01 4,State House,46,R,"""Mike Pete"" Huval",40
St. Martin,01 4,State House,46,R,Craig Prosper,61
St. Martin,01 7,State House,46,R,"""Mike Pete"" Huval",25
St. Martin,01 7,State House,46,R,Craig Prosper,114
St. Martin,02 1,State House,46,R,"""Mike Pete"" Huval",81
St. Martin,02 1,State House,46,R,Craig Prosper,38
St. Martin,02 2,State House,46,R,"""Mike Pete"" Huval",48
St. Martin,02 2,State House,46,R,Craig Prosper,95
St. Martin,02 3,State House,46,R,"""Mike Pete"" Huval",31
St. Martin,02 3,State House,46,R,Craig Prosper,12
St. Martin,02 4,State House,46,R,"""Mike Pete"" Huval",2
St. Martin,02 4,State House,46,R,Craig Prosper,14
St. Martin,03 1,State House,46,R,"""Mike Pete"" Huval",15
St. Martin,03 1,State House,46,R,Craig Prosper,20
St. Martin,03 1A,State House,46,R,"""Mike Pete"" Huval",27
St. Martin,03 1A,State House,46,R,Craig Prosper,14
St. Martin,03 1B,State House,46,R,"""Mike Pete"" Huval",3
St. Martin,03 1B,State House,46,R,Craig Prosper,2
St. Martin,03 2,State House,46,R,"""Mike Pete"" Huval",21
St. Martin,03 2,State House,46,R,Craig Prosper,56
St. Martin,03 3,State House,46,R,"""Mike Pete"" Huval",49
St. Martin,03 3,State House,46,R,Craig Prosper,80
St. Martin,03 4,State House,46,R,"""Mike Pete"" Huval",28
St. Martin,03 4,State House,46,R,Craig Prosper,145
St. Martin,03 4A,State House,46,R,"""Mike Pete"" Huval",18
St. Martin,03 4A,State House,46,R,Craig Prosper,29
St. Martin,03 5,State House,46,R,"""Mike Pete"" Huval",4
St. Martin,03 5,State House,46,R,Craig Prosper,10
St. Martin,03 6,State House,46,R,"""Mike Pete"" Huval",79
St. Martin,03 6,State House,46,R,Craig Prosper,19
St. Martin,03 9,State House,46,R,"""Mike Pete"" Huval",3
St. Martin,03 9,State House,46,R,Craig Prosper,3
St. Martin,04 1,State House,46,R,"""Mike Pete"" Huval",44
St. Martin,04 1,State House,46,R,Craig Prosper,53
St. Martin,04 1A,State House,46,R,"""Mike Pete"" Huval",41
St. Martin,04 1A,State House,46,R,Craig Prosper,17
St. Martin,04 2,State House,46,R,"""Mike Pete"" Huval",37
St. Martin,04 2,State House,46,R,Craig Prosper,88
St. Martin,04 3,State House,46,R,"""Mike Pete"" Huval",114
St. Martin,04 3,State House,46,R,Craig Prosper,209
St. Martin,04 4,State House,46,R,"""Mike Pete"" Huval",179
St. Martin,04 4,State House,46,R,Craig Prosper,126
St. Martin,04 4A,State House,46,R,"""Mike Pete"" Huval",29
St. Martin,04 4A,State House,46,R,Craig Prosper,5
St. Martin,04 5,State House,46,R,"""Mike Pete"" Huval",45
St. Martin,04 5,State House,46,R,Craig Prosper,76
St. Martin,04 6,State House,46,R,"""Mike Pete"" Huval",11
St. Martin,04 6,State House,46,R,Craig Prosper,37
St. Martin,05 1,State House,46,R,"""Mike Pete"" Huval",43
St. Martin,05 1,State House,46,R,Craig Prosper,24
St. Martin,05 2,State House,46,R,"""Mike Pete"" Huval",142
St. Martin,05 2,State House,46,R,Craig Prosper,177
St. Martin,05 3,State House,46,R,"""Mike Pete"" Huval",245
St. Martin,05 3,State House,46,R,Craig Prosper,126
St. Martin,05 4,State House,46,R,"""Mike Pete"" Huval",196
St. Martin,05 4,State House,46,R,Craig Prosper,147
St. Martin,06 1,State House,46,R,"""Mike Pete"" Huval",152
St. Martin,06 1,State House,46,R,Craig Prosper,41
St. Martin,06 2,State House,46,R,"""Mike Pete"" Huval",114
St. Martin,06 2,State House,46,R,Craig Prosper,31
St. Martin,06 2A,State House,46,R,"""Mike Pete"" Huval",9
St. Martin,06 2A,State House,46,R,Craig Prosper,3
St. Martin,06 3,State House,46,R,"""Mike Pete"" Huval",66
St. Martin,06 3,State House,46,R,Craig Prosper,25
St. Martin,06 3A,State House,46,R,"""Mike Pete"" Huval",67
St. Martin,06 3A,State House,46,R,Craig Prosper,24
St. Martin,06 3B,State House,46,R,"""Mike Pete"" Huval",25
St. Martin,06 3B,State House,46,R,Craig Prosper,11
St. Martin,06 4,State House,46,R,"""Mike Pete"" Huval",319
St. Martin,06 4,State House,46,R,Craig Prosper,115
St. Martin,07 1,State House,46,R,"""Mike Pete"" Huval",116
St. Martin,07 1,State House,46,R,Craig Prosper,35
St. Martin,07 1A,State House,46,R,"""Mike Pete"" Huval",12
St. Martin,07 1A,State House,46,R,Craig Prosper,0
St. Martin,07 2A,State House,46,R,"""Mike Pete"" Huval",50
St. Martin,07 2A,State House,46,R,Craig Prosper,25
St. Martin,07 3,State House,46,R,"""Mike Pete"" Huval",155
St. Martin,07 3,State House,46,R,Craig Prosper,31
St. Martin,07 4,State House,46,R,"""Mike Pete"" Huval",92
St. Martin,07 4,State House,46,R,Craig Prosper,24
St. Martin,07 4A,State House,46,R,"""Mike Pete"" Huval",6
St. Martin,07 4A,State House,46,R,Craig Prosper,10
St. Martin,08 1,State House,46,R,"""Mike Pete"" Huval",173
St. Martin,08 1,State House,46,R,Craig Prosper,120
St. Martin,08 3,State House,46,R,"""Mike Pete"" Huval",185
St. Martin,08 3,State House,46,R,Craig Prosper,161
St. Martin,08 4,State House,46,R,"""Mike Pete"" Huval",200
St. Martin,08 4,State House,46,R,Craig Prosper,68
St. Martin,08 4A,State House,46,R,"""Mike Pete"" Huval",115
St. Martin,08 4A,State House,46,R,Craig Prosper,26
St. Martin,09 2,State House,46,R,"""Mike Pete"" Huval",119
St. Martin,09 2,State House,46,R,Craig Prosper,48
St. Martin,09 4,State House,46,R,"""Mike Pete"" Huval",96
St. Martin,09 4,State House,46,R,Craig Prosper,47
St. Martin,09 5,State House,46,R,"""Mike Pete"" Huval",100
St. Martin,09 5,State House,46,R,Craig Prosper,38
St. Martin,Early Voting,State House,46,R,"""Mike Pete"" Huval",508
St. Martin,Early Voting,State House,46,R,Craig Prosper,363
